source,target,source_type,target_type,dependency_type,data_flow_score,weight
APP_221-nonprod,DB-N070,application,database,synchronous,3,4.956
APP_221-nonprod,APP_259-nonprod,application,application,asynchronous,4,4.456
APP_221-nonprod,APP_017-nonprod,application,application,asynchronous,6,4.656
APP_221-nonprod,APP_216-nonprod,application,application,near-real-time,1,4.456
APP_221-nonprod,SRV-N199,application,server,fallback,1,3.556
APP_222-prod,SRV-P142,application,server,asynchronous,6,5.076
APP_222-prod,SRV-P051,application,server,batch,4,4.576
APP_222-prod,APP_239-prod,application,application,asynchronous,2,4.676
APP_222-prod,APP_203-nonprod,application,application,synchronous,4,5.476
APP_222-prod,SRV-P096,application,server,fallback,1,3.976
APP_222-nonprod,SRV-N130,application,server,near-real-time,7,5.128
APP_222-nonprod,DB-N034,application,database,asynchronous,2,4.328
APP_222-nonprod,DB-N054,application,database,asynchronous,4,4.528
APP_222-nonprod,SRV-N107,application,server,fallback,1,3.628
APP_223-prod,SRV-P004,application,server,synchronous,3,4.92
APP_223-prod,DB-P067,application,database,batch,5,4.22
APP_223-prod,APP_163-nonprod,application,application,near-real-time,8,5.12
APP_223-prod,APP_294-prod,application,application,informational,10,4.42
APP_223-prod,APP_124-nonprod,application,application,asynchronous,5,4.52
APP_223-prod,APP_201-prod,application,application,near-real-time,8,5.12
APP_223-prod,SRV-P165,application,server,fallback,1,3.52
APP_223-nonprod,SRV-N014,application,server,batch,5,4.508
APP_223-nonprod,SRV-N148,application,server,asynchronous,7,5.008
APP_223-nonprod,DB-N050,application,database,informational,2,3.908
APP_223-nonprod,DB-N023,application,database,asynchronous,5,4.808
APP_223-nonprod,APP_266-nonprod,application,application,near-real-time,5,5.108
APP_223-nonprod,APP_119-nonprod,application,application,synchronous,5,5.408
APP_223-nonprod,SRV-N033,application,server,fallback,1,3.808
APP_224-prod,SRV-P031,application,server,asynchronous,5,5.21
APP_224-prod,SRV-P101,application,server,batch,5,4.91
APP_224-prod,SRV-P161,application,server,informational,4,4.51
APP_224-prod,DB-P021,application,database,informational,4,4.51
APP_224-prod,DB-P027,application,database,synchronous,7,6.01
APP_224-prod,SRV-P112,application,server,fallback,1,4.21
APP_224-nonprod,SRV-N161,application,server,batch,6,3.948
APP_224-nonprod,SRV-N159,application,server,fallback,1,3.148
APP_225-prod,SRV-P140,application,server,informational,6,3.468
APP_225-prod,SRV-P021,application,server,asynchronous,4,3.868
APP_225-prod,SRV-P007,application,server,batch,3,3.468
APP_225-prod,APP_184-prod,application,application,near-real-time,8,4.568
APP_225-prod,APP_114-nonprod,application,application,near-real-time,8,4.568
APP_225-prod,APP_275-nonprod,application,application,batch,10,4.168
APP_225-prod,SRV-P186,application,server,fallback,1,2.968
APP_225-nonprod,SRV-N198,application,server,near-real-time,3,4.128
APP_225-nonprod,SRV-N014,application,server,near-real-time,4,4.228
APP_225-nonprod,SRV-N164,application,server,fallback,1,3.028
APP_226-prod,SRV-P027,application,server,synchronous,1,4.576
APP_226-prod,SRV-P153,application,server,synchronous,4,4.876
APP_226-prod,SRV-P037,application,server,near-real-time,6,4.776
APP_226-prod,SRV-P020,application,server,fallback,1,3.376
APP_226-nonprod,SRV-N093,application,server,informational,4,3.694
APP_226-nonprod,SRV-N054,application,server,asynchronous,6,4.494
APP_226-nonprod,DB-N003,application,database,asynchronous,3,4.194
APP_226-nonprod,APP_040-nonprod,application,application,near-real-time,6,4.794
APP_226-nonprod,APP_215-nonprod,application,application,asynchronous,2,4.094
APP_226-nonprod,APP_161-nonprod,application,application,asynchronous,6,4.494
APP_226-nonprod,SRV-N116,application,server,fallback,1,3.394
APP_227-prod,SRV-P047,application,server,near-real-time,1,4.624
APP_227-prod,APP_017-prod,application,application,synchronous,5,5.324
APP_227-prod,APP_176-nonprod,application,application,informational,1,3.724
APP_227-prod,APP_249-prod,application,application,informational,9,4.524
APP_227-prod,APP_281-prod,application,application,synchronous,8,5.624
APP_227-prod,SRV-P134,application,server,fallback,1,3.724
APP_227-nonprod,SRV-N066,application,server,informational,5,4.514
APP_227-nonprod,SRV-N050,application,server,asynchronous,8,5.414
APP_227-nonprod,SRV-N138,application,server,synchronous,3,5.514
APP_227-nonprod,DB-N020,application,database,near-real-time,7,5.614
APP_227-nonprod,DB-N047,application,database,synchronous,5,5.714
APP_227-nonprod,APP_016-nonprod,application,application,near-real-time,5,5.414
APP_227-nonprod,SRV-N057,application,server,fallback,1,4.114
APP_228-prod,SRV-P187,application,server,asynchronous,7,4.36
APP_228-prod,APP_141-prod,application,application,asynchronous,2,3.86
APP_228-prod,APP_048-prod,application,application,near-real-time,3,4.26
APP_228-prod,SRV-P142,application,server,fallback,1,3.16
APP_228-nonprod,SRV-N076,application,server,asynchronous,3,4.164
APP_228-nonprod,SRV-N127,application,server,asynchronous,3,4.164
APP_228-nonprod,SRV-N103,application,server,informational,2,3.464
APP_228-nonprod,DB-N023,application,database,near-real-time,6,4.764
APP_228-nonprod,APP_202-nonprod,application,application,synchronous,5,4.964
APP_228-nonprod,APP_160-nonprod,application,application,near-real-time,7,4.864
APP_228-nonprod,SRV-N053,application,server,fallback,1,3.364
APP_229-prod,SRV-P125,application,server,asynchronous,3,4.182
APP_229-prod,SRV-P115,application,server,asynchronous,1,3.982
APP_229-prod,SRV-P192,application,server,near-real-time,5,4.682
APP_229-prod,DB-P014,application,database,asynchronous,1,3.982
APP_229-prod,APP_103-prod,application,application,asynchronous,5,4.382
APP_229-prod,APP_192-prod,application,application,batch,1,3.682
APP_229-prod,APP_033-nonprod,application,application,asynchronous,10,4.882
APP_229-prod,SRV-P009,application,server,fallback,1,3.382
APP_229-nonprod,SRV-N065,application,server,asynchronous,6,4.524
APP_229-nonprod,SRV-N076,application,server,asynchronous,5,4.424
APP_229-nonprod,SRV-N166,application,server,informational,7,4.024
APP_229-nonprod,DB-N046,application,database,asynchronous,2,4.124
APP_229-nonprod,DB-N015,application,database,near-real-time,5,4.724
APP_229-nonprod,APP_220-nonprod,application,application,batch,6,4.224
APP_229-nonprod,APP_184-nonprod,application,application,near-real-time,6,4.824
APP_229-nonprod,SRV-N056,application,server,fallback,1,3.424
APP_230-prod,SRV-P096,application,server,asynchronous,7,4.444
APP_230-prod,SRV-P200,application,server,near-real-time,6,4.644
APP_230-prod,SRV-P003,application,server,near-real-time,5,4.544
APP_230-prod,APP_110-prod,application,application,asynchronous,1,3.844
APP_230-prod,APP_165-nonprod,application,application,batch,3,3.744
APP_230-prod,SRV-P144,application,server,fallback,1,3.244
APP_230-nonprod,SRV-N099,application,server,near-real-time,4,4.234
APP_230-nonprod,APP_112-nonprod,application,application,synchronous,6,4.734
APP_230-nonprod,APP_143-nonprod,application,application,batch,2,3.434
APP_230-nonprod,APP_039-nonprod,application,application,asynchronous,10,4.534
APP_230-nonprod,APP_216-nonprod,application,application,asynchronous,10,4.534
APP_230-nonprod,SRV-N112,application,server,fallback,1,3.034
APP_231-prod,SRV-P082,application,server,synchronous,6,5.802
APP_231-prod,SRV-P013,application,server,batch,5,4.802
APP_231-prod,DB-P006,application,database,informational,3,4.302
APP_231-prod,APP_062-prod,application,application,synchronous,3,5.502
APP_231-prod,APP_088-nonprod,application,application,asynchronous,6,5.202
APP_231-prod,APP_197-prod,application,application,near-real-time,6,5.502
APP_231-prod,SRV-P006,application,server,fallback,1,4.102
APP_231-nonprod,SRV-N005,application,server,asynchronous,2,4.688
APP_231-nonprod,SRV-N148,application,server,informational,5,4.388
APP_231-nonprod,DB-N037,application,database,synchronous,3,5.388
APP_231-nonprod,APP_019-nonprod,application,application,batch,1,4.288
APP_231-nonprod,APP_272-nonprod,application,application,synchronous,3,5.388
APP_231-nonprod,APP_009-nonprod,application,application,synchronous,4,5.488
APP_231-nonprod,SRV-N025,application,server,fallback,1,3.988
APP_232-prod,SRV-P186,application,server,near-real-time,8,5.222
APP_232-prod,SRV-P082,application,server,batch,6,4.422
APP_232-prod,DB-P011,application,database,asynchronous,1,4.222
APP_232-prod,APP_254-prod,application,application,asynchronous,7,4.822
APP_232-prod,APP_202-prod,application,application,near-real-time,1,4.522
APP_232-prod,SRV-P117,application,server,fallback,1,3.622
APP_232-nonprod,SRV-N165,application,server,informational,7,3.796
APP_232-nonprod,SRV-N032,application,server,batch,4,3.796
APP_232-nonprod,DB-N014,application,database,synchronous,3,4.596
APP_232-nonprod,DB-N007,application,database,batch,6,3.996
APP_232-nonprod,APP_054-nonprod,application,application,informational,2,3.296
APP_232-nonprod,SRV-N177,application,server,fallback,1,3.196
APP_233-prod,SRV-P112,application,server,near-real-time,2,4.154
APP_233-prod,SRV-P023,application,server,synchronous,3,4.554
APP_233-prod,SRV-P095,application,server,batch,7,4.054
APP_233-prod,DB-P001,application,database,informational,1,3.154
APP_233-prod,DB-P007,application,database,near-real-time,1,4.054
APP_233-prod,SRV-P029,application,server,fallback,1,3.154
APP_233-nonprod,SRV-N078,application,server,synchronous,4,5.458
APP_233-nonprod,DB-N049,application,database,near-real-time,5,5.258
APP_233-nonprod,APP_071-nonprod,application,application,asynchronous,9,5.358
APP_233-nonprod,SRV-N031,application,server,fallback,1,3.958
APP_234-prod,SRV-P082,application,server,batch,4,4.816
APP_234-prod,DB-P053,application,database,asynchronous,3,5.016
APP_234-prod,DB-P016,application,database,asynchronous,6,5.316
APP_234-prod,APP_297-prod,application,application,asynchronous,1,4.816
APP_234-prod,SRV-P126,application,server,fallback,1,4.216
APP_234-nonprod,SRV-N083,application,server,batch,4,4.564
APP_234-nonprod,SRV-N124,application,server,near-real-time,5,5.264
APP_234-nonprod,DB-N038,application,database,batch,4,4.564
APP_234-nonprod,APP_287-nonprod,application,application,batch,4,4.564
APP_234-nonprod,APP_125-nonprod,application,application,asynchronous,6,5.064
APP_234-nonprod,SRV-N189,application,server,fallback,1,3.964
APP_235-prod,SRV-P178,application,server,synchronous,1,4.492
APP_235-prod,DB-P008,application,database,near-real-time,2,4.292
APP_235-prod,APP_241-prod,application,application,batch,7,4.192
APP_235-prod,SRV-P049,application,server,fallback,1,3.292
APP_235-nonprod,SRV-N027,application,server,near-real-time,3,4.278
APP_235-nonprod,SRV-N152,application,server,batch,5,3.878
APP_235-nonprod,DB-N041,application,database,batch,4,3.778
APP_235-nonprod,DB-N040,application,database,batch,3,3.678
APP_235-nonprod,APP_260-nonprod,application,application,synchronous,6,4.878
APP_235-nonprod,SRV-N034,application,server,fallback,1,3.178
APP_236-prod,SRV-P094,application,server,asynchronous,3,4.32
APP_236-prod,DB-P066,application,database,near-real-time,3,4.62
APP_236-prod,APP_097-prod,application,application,synchronous,7,5.32
APP_236-prod,APP_217-nonprod,application,application,near-real-time,6,4.92
APP_236-prod,APP_158-prod,application,application,informational,4,3.82
APP_236-prod,SRV-P148,application,server,fallback,1,3.52
APP_236-nonprod,SRV-N027,application,server,synchronous,5,5.222
APP_236-nonprod,SRV-N028,application,server,batch,6,4.422
APP_236-nonprod,SRV-N062,application,server,synchronous,1,4.822
APP_236-nonprod,DB-N024,application,database,near-real-time,6,5.022
APP_236-nonprod,APP_273-nonprod,application,application,asynchronous,4,4.522
APP_236-nonprod,APP_136-nonprod,application,application,synchronous,7,5.422
APP_236-nonprod,APP_283-nonprod,application,application,synchronous,9,5.622
APP_236-nonprod,SRV-N111,application,server,fallback,1,3.622
APP_237-prod,SRV-P039,application,server,asynchronous,2,3.524
APP_237-prod,DB-P066,application,database,asynchronous,2,3.524
APP_237-prod,APP_140-nonprod,application,application,asynchronous,5,3.824
APP_237-prod,APP_026-prod,application,application,asynchronous,3,3.624
APP_237-prod,APP_217-prod,application,application,near-real-time,10,4.624
APP_237-prod,SRV-P049,application,server,fallback,1,2.824
APP_237-nonprod,SRV-N046,application,server,asynchronous,3,4.812
APP_237-nonprod,SRV-N136,application,server,asynchronous,3,4.812
APP_237-nonprod,DB-N056,application,database,synchronous,4,5.512
APP_237-nonprod,DB-N007,application,database,asynchronous,1,4.612
APP_237-nonprod,SRV-N057,application,server,fallback,1,4.012
APP_238-prod,SRV-P014,application,server,batch,4,4.672
APP_238-prod,DB-P035,application,database,near-real-time,4,5.272
APP_238-prod,DB-P069,application,database,synchronous,3,5.472
APP_238-prod,APP_208-prod,application,application,asynchronous,5,5.072
APP_238-prod,SRV-P026,application,server,fallback,1,4.072
APP_238-nonprod,SRV-N188,application,server,batch,3,4.614
APP_238-nonprod,DB-N035,application,database,asynchronous,1,4.714
APP_238-nonprod,DB-N022,application,database,batch,4,4.714
APP_238-nonprod,APP_148-nonprod,application,application,batch,10,5.314
APP_238-nonprod,APP_148-nonprod,application,application,batch,6,4.914
APP_238-nonprod,SRV-N025,application,server,fallback,1,4.114
APP_239-prod,SRV-P129,application,server,informational,5,4.52
APP_239-prod,DB-P062,application,database,batch,5,4.82
APP_239-prod,DB-P031,application,database,near-real-time,1,5.02
APP_239-prod,SRV-P043,application,server,fallback,1,4.12
APP_239-nonprod,SRV-N086,application,server,batch,8,4.364
APP_239-nonprod,SRV-N171,application,server,fallback,1,3.364
APP_240-prod,SRV-P110,application,server,near-real-time,5,5.252
APP_240-prod,SRV-P046,application,server,informational,8,4.652
APP_240-prod,APP_005-nonprod,application,application,asynchronous,3,4.752
APP_240-prod,SRV-P122,application,server,fallback,1,3.952
APP_240-nonprod,SRV-N001,application,server,asynchronous,8,5.414
APP_240-nonprod,SRV-N064,application,server,asynchronous,6,5.214
APP_240-nonprod,SRV-N012,application,server,batch,6,4.914
APP_240-nonprod,DB-N038,application,database,batch,4,4.714
APP_240-nonprod,DB-N068,application,database,asynchronous,3,4.914
APP_240-nonprod,APP_049-nonprod,application,application,synchronous,9,6.114
APP_240-nonprod,SRV-N189,application,server,fallback,1,4.114
APP_241-prod,SRV-P116,application,server,asynchronous,5,4.64
APP_241-prod,SRV-P090,application,server,informational,1,3.64
APP_241-prod,DB-P063,application,database,near-real-time,1,4.54
APP_241-prod,APP_007-nonprod,application,application,batch,5,4.34
APP_241-prod,APP_155-prod,application,application,batch,6,4.44
APP_241-prod,APP_266-nonprod,application,application,batch,5,4.34
APP_241-prod,SRV-P153,application,server,fallback,1,3.64
APP_241-nonprod,SRV-N029,application,server,near-real-time,7,4.816
APP_241-nonprod,SRV-N133,application,server,batch,1,3.616
APP_241-nonprod,APP_211-nonprod,application,application,batch,6,4.116
APP_241-nonprod,SRV-N169,application,server,fallback,1,3.316
APP_242-prod,SRV-P092,application,server,asynchronous,1,3.784
APP_242-prod,APP_221-nonprod,application,application,asynchronous,8,4.484
APP_242-prod,APP_046-nonprod,application,application,near-real-time,5,4.484
APP_242-prod,APP_194-prod,application,application,asynchronous,7,4.384
APP_242-prod,APP_141-prod,application,application,batch,3,3.684
APP_242-prod,SRV-P174,application,server,fallback,1,3.184
APP_242-nonprod,SRV-N116,application,server,informational,7,4.63
APP_242-nonprod,SRV-N135,application,server,synchronous,7,5.83
APP_242-nonprod,SRV-N174,application,server,near-real-time,6,5.43
APP_242-nonprod,DB-N051,application,database,asynchronous,3,4.83
APP_242-nonprod,APP_159-nonprod,application,application,near-real-time,7,5.53
APP_242-nonprod,APP_298-nonprod,application,application,asynchronous,3,4.83
APP_242-nonprod,SRV-N088,application,server,fallback,1,4.03
APP_243-prod,SRV-P032,application,server,asynchronous,6,4.674
APP_243-prod,SRV-P117,application,server,asynchronous,8,4.874
APP_243-prod,SRV-P089,application,server,near-real-time,7,5.074
APP_243-prod,APP_076-prod,application,application,asynchronous,3,4.374
APP_243-prod,APP_077-nonprod,application,application,asynchronous,7,4.774
APP_243-prod,APP_149-prod,application,application,asynchronous,2,4.274
APP_243-prod,SRV-P171,application,server,fallback,1,3.574
APP_243-nonprod,SRV-N078,application,server,asynchronous,6,5.19
APP_243-nonprod,APP_008-nonprod,application,application,asynchronous,7,5.29
APP_243-nonprod,APP_112-nonprod,application,application,near-real-time,1,4.99
APP_243-nonprod,SRV-N152,application,server,fallback,1,4.09
APP_244-prod,SRV-P014,application,server,asynchronous,2,3.914
APP_244-prod,APP_181-prod,application,application,asynchronous,5,4.214
APP_244-prod,APP_001-prod,application,application,synchronous,5,4.814
APP_244-prod,APP_071-nonprod,application,application,asynchronous,2,3.914
APP_244-prod,SRV-P073,application,server,fallback,1,3.214
APP_244-nonprod,SRV-N171,application,server,informational,5,4.358
APP_244-nonprod,SRV-N144,application,server,synchronous,5,5.558
APP_244-nonprod,SRV-N023,application,server,batch,4,4.558
APP_244-nonprod,APP_222-nonprod,application,application,asynchronous,3,4.758
APP_244-nonprod,SRV-N021,application,server,fallback,1,3.958
APP_245-prod,SRV-P057,application,server,synchronous,7,5.638
APP_245-prod,SRV-P091,application,server,near-real-time,8,5.438
APP_245-prod,DB-P050,application,database,asynchronous,3,4.638
APP_245-prod,DB-P013,application,database,batch,2,4.238
APP_245-prod,APP_160-prod,application,application,near-real-time,7,5.338
APP_245-prod,APP_224-prod,application,application,asynchronous,4,4.738
APP_245-prod,SRV-P083,application,server,fallback,1,3.838
APP_245-nonprod,SRV-N036,application,server,asynchronous,4,4.354
APP_245-nonprod,SRV-N052,application,server,near-real-time,6,4.854
APP_245-nonprod,SRV-N107,application,server,asynchronous,1,4.054
APP_245-nonprod,DB-N040,application,database,synchronous,6,5.154
APP_245-nonprod,APP_237-nonprod,application,application,asynchronous,6,4.554
APP_245-nonprod,APP_193-nonprod,application,application,batch,4,4.054
APP_245-nonprod,APP_224-nonprod,application,application,synchronous,5,5.054
APP_245-nonprod,APP_271-nonprod,application,application,asynchronous,5,4.454
APP_245-nonprod,SRV-N081,application,server,fallback,1,3.454
APP_246-prod,SRV-P176,application,server,batch,1,3.418
APP_246-prod,SRV-P120,application,server,asynchronous,7,4.318
APP_246-prod,SRV-P120,application,server,asynchronous,5,4.118
APP_246-prod,DB-P060,application,database,synchronous,4,4.618
APP_246-prod,APP_014-nonprod,application,application,informational,8,3.818
APP_246-prod,APP_216-nonprod,application,application,synchronous,2,4.418
APP_246-prod,APP_072-nonprod,application,application,asynchronous,7,4.318
APP_246-prod,APP_155-nonprod,application,application,batch,5,3.818
APP_246-prod,SRV-P149,application,server,fallback,1,3.118
APP_246-nonprod,SRV-N096,application,server,synchronous,6,5.832
APP_246-nonprod,SRV-N140,application,server,batch,1,4.432
APP_246-nonprod,SRV-N076,application,server,synchronous,4,5.632
APP_246-nonprod,DB-N017,application,database,asynchronous,2,4.832
APP_246-nonprod,SRV-N119,application,server,fallback,1,4.132
APP_247-prod,SRV-P118,application,server,batch,5,3.98
APP_247-prod,SRV-P022,application,server,synchronous,5,4.88
APP_247-prod,SRV-P167,application,server,synchronous,3,4.68
APP_247-prod,DB-P013,application,database,batch,2,3.68
APP_247-prod,DB-P073,application,database,asynchronous,3,4.08
APP_247-prod,APP_032-prod,application,application,synchronous,3,4.68
APP_247-prod,APP_300-nonprod,application,application,asynchronous,8,4.58
APP_247-prod,SRV-P190,application,server,fallback,1,3.28
APP_247-nonprod,SRV-N014,application,server,batch,4,3.562
APP_247-nonprod,SRV-N133,application,server,synchronous,1,4.162
APP_247-nonprod,SRV-N190,application,server,informational,4,3.262
APP_247-nonprod,APP_080-nonprod,application,application,near-real-time,2,3.962
APP_247-nonprod,SRV-N080,application,server,fallback,1,2.962
APP_248-prod,SRV-P002,application,server,batch,1,4.246
APP_248-prod,SRV-P160,application,server,asynchronous,2,4.646
APP_248-prod,SRV-P030,application,server,synchronous,5,5.546
APP_248-prod,APP_062-nonprod,application,application,asynchronous,9,5.346
APP_248-prod,APP_127-nonprod,application,application,near-real-time,6,5.346
APP_248-prod,APP_243-nonprod,application,application,synchronous,4,5.446
APP_248-prod,APP_260-prod,application,application,asynchronous,7,5.146
APP_248-prod,SRV-P015,application,server,fallback,1,3.946
APP_248-nonprod,SRV-N077,application,server,asynchronous,4,4.42
APP_248-nonprod,APP_281-nonprod,application,application,near-real-time,3,4.62
APP_248-nonprod,SRV-N157,application,server,fallback,1,3.52
APP_249-prod,SRV-P113,application,server,batch,2,3.914
APP_249-prod,SRV-P158,application,server,synchronous,1,4.714
APP_249-prod,SRV-P038,application,server,asynchronous,4,4.414
APP_249-prod,APP_124-prod,application,application,near-real-time,6,4.914
APP_249-prod,SRV-P190,application,server,fallback,1,3.514
APP_249-nonprod,SRV-N140,application,server,near-real-time,4,4.762
APP_249-nonprod,SRV-N123,application,server,near-real-time,4,4.762
APP_249-nonprod,SRV-N171,application,server,synchronous,3,4.962
APP_249-nonprod,DB-N064,application,database,asynchronous,5,4.562
APP_249-nonprod,DB-N036,application,database,asynchronous,1,4.162
APP_249-nonprod,SRV-N119,application,server,fallback,1,3.562
APP_250-prod,SRV-P109,application,server,synchronous,6,5.484
APP_250-prod,SRV-P073,application,server,asynchronous,2,4.484
APP_250-prod,DB-P050,application,database,synchronous,2,5.084
APP_250-prod,DB-P039,application,database,synchronous,1,4.984
APP_250-prod,APP_228-nonprod,application,application,synchronous,4,5.284
APP_250-prod,APP_182-nonprod,application,application,informational,8,4.484
APP_250-prod,APP_240-nonprod,application,application,batch,7,4.684
APP_250-prod,APP_235-nonprod,application,application,near-real-time,8,5.384
APP_250-prod,SRV-P041,application,server,fallback,1,3.784
APP_250-nonprod,SRV-N129,application,server,batch,6,4.284
APP_250-nonprod,SRV-N129,application,server,near-real-time,2,4.484
APP_250-nonprod,DB-N068,application,database,asynchronous,3,4.284
APP_250-nonprod,DB-N009,application,database,near-real-time,2,4.484
APP_250-nonprod,APP_181-nonprod,application,application,asynchronous,9,4.884
APP_250-nonprod,SRV-N145,application,server,fallback,1,3.484
APP_251-prod,SRV-P118,application,server,batch,2,4.052
APP_251-prod,SRV-P036,application,server,near-real-time,6,5.052
APP_251-prod,DB-P039,application,database,informational,5,4.052
APP_251-prod,DB-P009,application,database,informational,7,4.252
APP_251-prod,APP_193-nonprod,application,application,informational,4,3.952
APP_251-prod,APP_093-prod,application,application,asynchronous,8,4.952
APP_251-prod,APP_261-prod,application,application,batch,10,4.852
APP_251-prod,SRV-P135,application,server,fallback,1,3.652
APP_251-nonprod,SRV-N034,application,server,asynchronous,3,5.1
APP_251-nonprod,SRV-N151,application,server,informational,1,4.3
APP_251-nonprod,DB-N075,application,database,asynchronous,1,4.9
APP_251-nonprod,APP_035-nonprod,application,application,synchronous,8,6.2
APP_251-nonprod,APP_082-nonprod,application,application,near-real-time,1,5.2
APP_251-nonprod,APP_055-nonprod,application,application,asynchronous,4,5.2
APP_251-nonprod,SRV-N174,application,server,fallback,1,4.3
APP_252-prod,SRV-P083,application,server,batch,5,3.824
APP_252-prod,SRV-P198,application,server,batch,5,3.824
APP_252-prod,DB-P031,application,database,synchronous,4,4.624
APP_252-prod,DB-P023,application,database,batch,4,3.724
APP_252-prod,APP_216-prod,application,application,informational,9,3.924
APP_252-prod,APP_032-nonprod,application,application,asynchronous,3,3.924
APP_252-prod,APP_059-nonprod,application,application,synchronous,3,4.524
APP_252-prod,SRV-P192,application,server,fallback,1,3.124
APP_252-nonprod,SRV-N114,application,server,batch,3,4.698
APP_252-nonprod,DB-N004,application,database,informational,5,4.598
APP_252-nonprod,DB-N042,application,database,synchronous,5,5.798
APP_252-nonprod,APP_194-nonprod,application,application,synchronous,7,5.998
APP_252-nonprod,APP_295-nonprod,application,application,asynchronous,9,5.598
APP_252-nonprod,APP_101-nonprod,application,application,near-real-time,2,5.198
APP_252-nonprod,SRV-N113,application,server,fallback,1,4.198
APP_253-prod,SRV-P074,application,server,near-real-time,8,4.64
APP_253-prod,SRV-P190,application,server,synchronous,8,4.94
APP_253-prod,SRV-P136,application,server,batch,6,3.84
APP_253-prod,SRV-P150,application,server,fallback,1,3.04
APP_253-nonprod,SRV-N162,application,server,informational,8,4.022
APP_253-nonprod,APP_018-nonprod,application,application,batch,1,3.622
APP_253-nonprod,SRV-N002,application,server,fallback,1,3.322
APP_254-prod,SRV-P199,application,server,asynchronous,3,4.086
APP_254-prod,SRV-P140,application,server,batch,3,3.786
APP_254-prod,DB-P024,application,database,asynchronous,5,4.286
APP_254-prod,APP_255-nonprod,application,application,near-real-time,2,4.286
APP_254-prod,APP_107-prod,application,application,asynchronous,8,4.586
APP_254-prod,APP_243-nonprod,application,application,asynchronous,10,4.786
APP_254-prod,APP_183-nonprod,application,application,asynchronous,8,4.586
APP_254-prod,SRV-P144,application,server,fallback,1,3.286
APP_254-nonprod,SRV-N018,application,server,asynchronous,5,5.084
APP_254-nonprod,DB-N049,application,database,batch,2,4.484
APP_254-nonprod,DB-N073,application,database,synchronous,2,5.384
APP_254-nonprod,APP_153-nonprod,application,application,synchronous,9,6.084
APP_254-nonprod,APP_257-nonprod,application,application,near-real-time,8,5.684
APP_254-nonprod,APP_278-nonprod,application,application,near-real-time,5,5.384
APP_254-nonprod,APP_115-nonprod,application,application,batch,4,4.684
APP_254-nonprod,SRV-N075,application,server,fallback,1,4.084
APP_255-prod,SRV-P100,application,server,batch,1,3.454
APP_255-prod,SRV-P018,application,server,batch,2,3.554
APP_255-prod,APP_039-prod,application,application,asynchronous,10,4.654
APP_255-prod,APP_124-nonprod,application,application,batch,2,3.554
APP_255-prod,SRV-P157,application,server,fallback,1,3.154
APP_255-nonprod,SRV-N080,application,server,asynchronous,5,4.592
APP_255-nonprod,SRV-N015,application,server,asynchronous,7,4.792
APP_255-nonprod,SRV-N029,application,server,asynchronous,2,4.292
APP_255-nonprod,DB-N004,application,database,synchronous,4,5.092
APP_255-nonprod,APP_134-nonprod,application,application,near-real-time,8,5.192
APP_255-nonprod,APP_031-nonprod,application,application,synchronous,6,5.292
APP_255-nonprod,APP_282-nonprod,application,application,batch,10,4.792
APP_255-nonprod,SRV-N085,application,server,fallback,1,3.592
APP_256-prod,SRV-P016,application,server,near-real-time,1,4.246
APP_256-prod,SRV-P019,application,server,batch,7,4.246
APP_256-prod,SRV-P145,application,server,informational,4,3.646
APP_256-prod,DB-P005,application,database,asynchronous,5,4.346
APP_256-prod,DB-P010,application,database,informational,4,3.646
APP_256-prod,APP_042-prod,application,application,batch,3,3.846
APP_256-prod,APP_246-prod,application,application,informational,6,3.846
APP_256-prod,APP_139-nonprod,application,application,batch,1,3.646
APP_256-prod,APP_054-prod,application,application,synchronous,7,5.146
APP_256-prod,SRV-P130,application,server,fallback,1,3.346
APP_256-nonprod,SRV-N167,application,server,asynchronous,5,4.412
APP_256-nonprod,DB-N039,application,database,batch,5,4.112
APP_256-nonprod,APP_011-nonprod,application,application,informational,9,4.212
APP_256-nonprod,SRV-N007,application,server,fallback,1,3.412
APP_257-prod,SRV-P137,application,server,asynchronous,5,4.052
APP_257-prod,DB-P003,application,database,asynchronous,4,3.952
APP_257-prod,SRV-P100,application,server,fallback,1,3.052
APP_257-nonprod,SRV-N179,application,server,synchronous,3,4.512
APP_257-nonprod,SRV-N180,application,server,asynchronous,3,3.912
APP_257-nonprod,SRV-N113,application,server,fallback,1,3.112
APP_258-prod,SRV-P158,application,server,informational,7,3.664
APP_258-prod,DB-P046,application,database,near-real-time,6,4.464
APP_258-prod,APP_030-nonprod,application,application,near-real-time,5,4.364
APP_258-prod,APP_048-prod,application,application,asynchronous,6,4.164
APP_258-prod,APP_117-prod,application,application,asynchronous,3,3.864
APP_258-prod,SRV-P193,application,server,fallback,1,3.064
APP_258-nonprod,SRV-N146,application,server,synchronous,7,5.32
APP_258-nonprod,SRV-N004,application,server,batch,6,4.32
APP_258-nonprod,SRV-N064,application,server,batch,8,4.52
APP_258-nonprod,SRV-N033,application,server,fallback,1,3.52
APP_259-prod,SRV-P047,application,server,near-real-time,3,4.326
APP_259-prod,SRV-P081,application,server,near-real-time,4,4.426
APP_259-prod,DB-P032,application,database,informational,4,3.526
APP_259-prod,DB-P017,application,database,asynchronous,5,4.226
APP_259-prod,APP_063-nonprod,application,application,asynchronous,5,4.226
APP_259-prod,APP_040-prod,application,application,near-real-time,3,4.326
